link	name	id
http://car.autohome.com.cn/shuyu/detail_18_21_291.html	每缸气门数(个)	291
http://car.autohome.com.cn/shuyu/detail_18_21_182.html	压缩比	182
http://car.autohome.com.cn/shuyu/detail_18_21_641.html	配气机构	641
http://car.autohome.com.cn/shuyu/detail_18_21_181.html	缸径(mm)	181
http://car.autohome.com.cn/shuyu/detail_18_21_293.html	行程(mm)	293
http://car.autohome.com.cn/shuyu/detail_18_21_294.html	最大马力(Ps)	294
http://car.autohome.com.cn/shuyu/detail_18_21_295.html	最大功率(kW)	295
http://car.autohome.com.cn/shuyu/detail_18_21_296.html	最大功率转速(rpm)	296
http://car.autohome.com.cn/shuyu/detail_18_21_571.html	最大扭矩(N·m)	571
http://car.autohome.com.cn/shuyu/detail_18_21_642.html	最大扭矩转速(rpm)	642
http://car.autohome.com.cn/shuyu/detail_18_21_643.html	发动机特有技术	643
http://car.autohome.com.cn/shuyu/detail_18_21_572.html	燃料形式	572
http://car.autohome.com.cn/shuyu/detail_18_21_573.html	燃油标号	573
http://car.autohome.com.cn/shuyu/detail_18_21_574.html	供油方式	574
http://car.autohome.com.cn/shuyu/detail_18_21_575.html	缸盖材料	575
http://car.autohome.com.cn/shuyu/detail_18_21_576.html	缸体材料	576
http://car.autohome.com.cn/shuyu/detail_18_21_577.html	环保标准	577
http://car.autohome.com.cn/shuyu/detail_18_22_1072.html	简称	1072
http://car.autohome.com.cn/shuyu/detail_18_22_559.html	挡位个数	559
http://car.autohome.com.cn/shuyu/detail_18_22_221.html	变速箱类型	221
http://car.autohome.com.cn/shuyu/detail_18_23_395.html	驱动方式	395
http://car.autohome.com.cn/shuyu/detail_3_7_412.html	四驱形式	412
http://car.autohome.com.cn/shuyu/detail_3_7_415.html	中央差速器结构	415
http://car.autohome.com.cn/shuyu/detail_18_23_578.html	前悬架类型	578
http://car.autohome.com.cn/shuyu/detail_18_23_579.html	后悬架类型	579
http://car.autohome.com.cn/shuyu/detail_18_23_510.html	助力类型	510
http://car.autohome.com.cn/shuyu/detail_3_4_223.html	车体结构	223
http://car.autohome.com.cn/shuyu/detail_18_24_511.html	前制动器类型	511
http://car.autohome.com.cn/shuyu/detail_18_24_512.html	后制动器类型	512
http://car.autohome.com.cn/shuyu/detail_18_24_513.html	驻车制动类型	513
http://car.autohome.com.cn/shuyu/detail_18_24_580.html	前轮胎规格	580
http://car.autohome.com.cn/shuyu/detail_18_24_581.html	后轮胎规格	581
http://car.autohome.com.cn/shuyu/detail_18_24_515.html	备胎规格	515
http://car.autohome.com.cn/shuyu/detail_18_45_1082.html	主/副驾驶座安全气囊	1082
http://car.autohome.com.cn/shuyu/detail_18_45_420.html?lang=421	前/后排侧气囊	421
http://car.autohome.com.cn/shuyu/detail_18_45_420.html?lang=421	前排侧气囊	421
http://car.autohome.com.cn/shuyu/detail_18_45_420.html?lang=421	后排侧气囊	421
http://car.autohome.com.cn/shuyu/detail_18_45_420.html?lang=422	前/后排头部气囊(气帘)	422
http://car.autohome.com.cn/shuyu/detail_18_45_420.html?lang=422	前排头部气囊(气帘)	422
http://car.autohome.com.cn/shuyu/detail_18_45_420.html?lang=422	后排头部气囊(气帘)	422
http://car.autohome.com.cn/shuyu/detail_16_17_420.html?lang=423	膝部气囊	423
http://car.autohome.com.cn/shuyu/detail_18_45_551.html	胎压监测装置	551
http://car.autohome.com.cn/shuyu/detail_16_17_424.html	零胎压继续行驶	424
http://car.autohome.com.cn/shuyu/detail_18_45_552.html	安全带未系提示	552
http://car.autohome.com.cn/shuyu/detail_18_45_1084.html	ISOFIX儿童座椅接口	1084
http://car.autohome.com.cn/shuyu/detail_18_45_481.html	发动机电子防盗	481
http://car.autohome.com.cn/shuyu/detail_18_45_558.html	车内中控锁	558
http://car.autohome.com.cn/shuyu/detail_18_45_582.html	遥控钥匙	582
http://car.autohome.com.cn/shuyu/detail_11_12_431.html	无钥匙启动系统	431
http://car.autohome.com.cn/shuyu/detail_18_45_1066.html	无钥匙进入系统	1066
http://car.autohome.com.cn/shuyu/detail_16_44_110.html	ABS防抱死	110
http://car.autohome.com.cn/shuyu/detail_16_44_125.html	制动力分配(EBD/CBC等)	125
http://car.autohome.com.cn/shuyu/detail_16_44_437.html	刹车辅助(EBA/BAS/BA等)	437
http://car.autohome.com.cn/shuyu/detail_16_44_438.html	牵引力控制(ASR/TCS/TRC等)	438
http://car.autohome.com.cn/shuyu/detail_16_44_109.html	车身稳定控制(ESC/ESP/DSC等)	109
http://car.autohome.com.cn/shuyu/detail_16_44_425.html	上坡辅助	425
http://car.autohome.com.cn/shuyu/detail_18_46_363.html	自动驻车	363
http://car.autohome.com.cn/shuyu/detail_16_44_138.html	陡坡缓降	138
http://car.autohome.com.cn/shuyu/detail_3_6_399.html	可变悬架	399
http://car.autohome.com.cn/shuyu/detail_3_6_399.html?lang=167	空气悬架	167
http://car.autohome.com.cn/shuyu/detail_3_6_409.html	可变转向比	409
http://car.autohome.com.cn/shuyu/detail_18_46_975.html	前桥限滑差速器/差速锁	975
http://car.autohome.com.cn/shuyu/detail_18_46_976.html	中央差速器锁止功能	976
http://car.autohome.com.cn/shuyu/detail_18_46_977.html	后桥限滑差速器/差速锁	977
http://car.autohome.com.cn/shuyu/detail_11_12_583.html	电动天窗	583
http://car.autohome.com.cn/shuyu/detail_18_47_583.html?lang=584	全景天窗	584
http://car.autohome.com.cn/shuyu/detail_18_47_585.html	运动外观套件	585
http://car.autohome.com.cn/shuyu/detail_13_15_525.html	铝合金轮圈	525
http://car.autohome.com.cn/shuyu/detail_11_12_443.html	电动吸合门	443
http://car.autohome.com.cn/shuyu/detail_18_47_1122.html	侧滑门	1122
http://car.autohome.com.cn/shuyu/detail_18_47_452.html	电动后备厢	452
http://car.autohome.com.cn/shuyu/detail_18_47_1369.html	感应后备厢	1369
http://car.autohome.com.cn/shuyu/detail_18_47_1368.html	车顶行李架	1368
http://car.autohome.com.cn/shuyu/detail_18_48_586.html	真皮方向盘	586
http://car.autohome.com.cn/shuyu/detail_18_48_1085.html	方向盘调节	1085
http://car.autohome.com.cn/shuyu/detail_18_48_589.html	方向盘电动调节	589
http://car.autohome.com.cn/shuyu/detail_11_12_444.html	多功能方向盘	444
http://car.autohome.com.cn/shuyu/detail_11_12_468.html	方向盘换挡	468
http://car.autohome.com.cn/shuyu/detail_18_48_1064.html	方向盘加热	1064
http://car.autohome.com.cn/shuyu/detail_18_48_1370.html	方向盘记忆	1370
http://car.autohome.com.cn/shuyu/detail_11_12_445.html	定速巡航	445
http://car.autohome.com.cn/shuyu/detail_18_48_1086.html	前/后驻车雷达	1086
http://car.autohome.com.cn/shuyu/detail_11_12_448.html	倒车视频影像	448
http://car.autohome.com.cn/shuyu/detail_18_48_590.html	行车电脑显示屏	590
http://car.autohome.com.cn/shuyu/detail_18_48_1371.html	全液晶仪表盘	1371
http://car.autohome.com.cn/shuyu/detail_11_12_471.html	HUD抬头数字显示	471
http://car.autohome.com.cn/shuyu/detail_18_49_591.html	座椅材质	591
http://car.autohome.com.cn/shuyu/detail_18_49_592.html	运动风格座椅	592
http://car.autohome.com.cn/shuyu/detail_18_49_639.html	座椅高低调节	639
http://car.autohome.com.cn/shuyu/detail_11_12_449.html	腰部支撑调节	449
http://car.autohome.com.cn/shuyu/detail_18_49_593.html	肩部支撑调节	593
http://car.autohome.com.cn/shuyu/detail_18_49_1087.html	主/副驾驶座电动调节	1087
http://car.autohome.com.cn/shuyu/detail_18_49_595.html	第二排靠背角度调节	595
http://car.autohome.com.cn/shuyu/detail_18_49_596.html	第二排座椅移动	596
http://car.autohome.com.cn/shuyu/detail_18_49_597.html	后排座椅电动调节	597
http://car.autohome.com.cn/shuyu/detail_18_49_598.html	电动座椅记忆	598
http://car.autohome.com.cn/shuyu/detail_18_49_1088.html	前/后排座椅加热	1088
http://car.autohome.com.cn/shuyu/detail_18_49_1089.html	前/后排座椅通风	1089
http://car.autohome.com.cn/shuyu/detail_18_49_1090.html	前/后排座椅按摩	1090
http://car.autohome.com.cn/shuyu/detail_18_49_603.html	第三排座椅	603
http://car.autohome.com.cn/shuyu/detail_18_49_1091.html	后排座椅放倒方式	1091
http://car.autohome.com.cn/shuyu/detail_18_49_1092.html	前/后中央扶手	1092
http://car.autohome.com.cn/shuyu/detail_18_49_606.html	后排杯架	606
http://car.autohome.com.cn/shuyu/detail_11_12_607.html	GPS导航系统	607
http://car.autohome.com.cn/shuyu/detail_11_12_455.html	定位互动服务	455
http://car.autohome.com.cn/shuyu/detail_18_55_608.html	中控台彩色大屏	608
http://car.autohome.com.cn/shuyu/detail_18_55_609.html	蓝牙/车载电话	609
http://car.autohome.com.cn/shuyu/detail_11_12_610.html	车载电视	610
http://car.autohome.com.cn/shuyu/detail_18_55_611.html	后排液晶屏	611
http://car.autohome.com.cn/shuyu/detail_11_12_469.html	外接音源接口	469
http://car.autohome.com.cn/shuyu/detail_18_55_612.html	CD支持MP3/WMA	612
http://car.autohome.com.cn/shuyu/detail_18_55_1096.html	多媒体系统	1096
http://car.autohome.com.cn/shuyu/detail_18_55_1212.html	扬声器品牌	1212
http://car.autohome.com.cn/shuyu/detail_18_55_618.html	扬声器数量	618
http://car.autohome.com.cn/shuyu/detail_11_12_458.html	氙气大灯	458
http://car.autohome.com.cn/shuyu/detail_11_12_442.html	日间行车灯	442
http://car.autohome.com.cn/shuyu/detail_11_12_441.html	自动头灯	441
http://car.autohome.com.cn/shuyu/detail_18_51_1161.html	转向辅助灯	1161
http://car.autohome.com.cn/shuyu/detail_11_12_465.html	转向头灯	465
http://car.autohome.com.cn/shuyu/detail_18_51_619.html	前雾灯	619
http://car.autohome.com.cn/shuyu/detail_18_51_620.html	大灯高度可调	620
http://car.autohome.com.cn/shuyu/detail_18_51_621.html	大灯清洗装置	621
http://car.autohome.com.cn/shuyu/detail_11_12_453.html	车内氛围灯	453
http://car.autohome.com.cn/shuyu/detail_18_52_622.html	前/后电动车窗	622
http://car.autohome.com.cn/shuyu/detail_18_52_623.html	车窗防夹手功能	623
http://car.autohome.com.cn/shuyu/detail_18_52_624.html	防紫外线/隔热玻璃	624
http://car.autohome.com.cn/shuyu/detail_18_52_625.html	后视镜电动调节	625
http://car.autohome.com.cn/shuyu/detail_18_52_626.html	后视镜加热	626
http://car.autohome.com.cn/shuyu/detail_18_52_1095.html	内/外后视镜自动防眩目	1095
http://car.autohome.com.cn/shuyu/detail_18_52_628.html	后视镜电动折叠	628
http://car.autohome.com.cn/shuyu/detail_18_52_629.html	后视镜记忆	629
http://car.autohome.com.cn/shuyu/detail_18_52_630.html	后风挡遮阳帘	630
http://car.autohome.com.cn/shuyu/detail_18_52_631.html	后排侧遮阳帘	631
http://car.autohome.com.cn/shuyu/detail_18_52_1063.html	后排侧隐私玻璃	1063
http://car.autohome.com.cn/shuyu/detail_18_52_632.html	遮阳板化妆镜	632
http://car.autohome.com.cn/shuyu/detail_18_52_633.html	后雨刷	633
http://car.autohome.com.cn/shuyu/detail_11_12_454.html	感应雨刷	454
http://car.autohome.com.cn/shuyu/detail_18_53_1097.html	空调控制方式	1097
http://car.autohome.com.cn/shuyu/detail_18_53_462.html?lang=459	后排独立空调	459
http://car.autohome.com.cn/shuyu/detail_18_53_634.html	后座出风口	634
http://car.autohome.com.cn/shuyu/detail_18_53_462.html?lang=463	温度分区控制	463
http://car.autohome.com.cn/shuyu/detail_18_53_635.html	车内空气调节/花粉过滤	635
http://car.autohome.com.cn/shuyu/detail_18_53_636.html	车载冰箱	636
http://car.autohome.com.cn/shuyu/detail_11_12_472.html	自动泊车入位	472
http://car.autohome.com.cn/shuyu/detail_18_54_334.html	发动机启停技术	334
http://car.autohome.com.cn/shuyu/detail_16_17_426.html	并线辅助	426
http://car.autohome.com.cn/shuyu/detail_18_54_788.html	车道偏离预警系统	788
http://car.autohome.com.cn/shuyu/detail_16_44_436.html	主动刹车/主动安全系统	436
http://car.autohome.com.cn/shuyu/detail_3_6_404.html	整体主动转向系统	404
http://car.autohome.com.cn/shuyu/detail_11_12_637.html	夜视系统	637
http://car.autohome.com.cn/shuyu/detail_11_12_464.html	中控液晶屏分屏显示	464
http://car.autohome.com.cn/shuyu/detail_18_54_446.html	自适应巡航	446
http://car.autohome.com.cn/shuyu/detail_11_12_473.html	全景摄像头	473
http://car.autohome.com.cn/shuyu/detail_18_106_1331.html	电动机	1331
http://car.autohome.com.cn/shuyu/detail_18_106_1331.html?lang=1325	电动机总功率(kW)	1325
http://car.autohome.com.cn/shuyu/detail_18_106_1331.html?lang=1326	电动机总扭矩(N·m)	1326
http://car.autohome.com.cn/shuyu/detail_18_106_1331.html?lang=1327	前电动机最大功率(kW)	1327
http://car.autohome.com.cn/shuyu/detail_18_106_1331.html?lang=1328	前电动机最大扭矩(N·m)	1328
http://car.autohome.com.cn/shuyu/detail_18_106_1331.html?lang=1329	后电动机最大功率(kW)	1329
http://car.autohome.com.cn/shuyu/detail_18_106_1331.html?lang=1330	后电动机最大扭矩(N·m)	1330
http://car.autohome.com.cn/shuyu/detail_18_21_1013.html	工信部续航里程(km)	1013
http://car.autohome.com.cn/shuyu/detail_18_21_1124.html	电池容量(kWh)	1124
http://car.autohome.com.cn/shuyu/detail_18_106_1367.html	电池组质保	1367
http://car.autohome.com.cn/shuyu/detail_18_21_1011.html	电动机最大功率(kW)	1011
http://car.autohome.com.cn/shuyu/detail_18_21_1012.html	电动机最大扭矩(N·m)	1012
http://car.autohome.com.cn/shuyu/detail_18_51_659.html	LED大灯	659
http://car.autohome.com.cn/shuyu/detail_18_45_1084.html	LATCH座椅接口(兼容ISOFIX)	1084
http://car.autohome.com.cn/shuyu/detail_18_45_1084.html	儿童座椅接口	1084
http://car.autohome.com.cn/shuyu/detail_18_48_1086.html	前雷达	1086
http://car.autohome.com.cn/shuyu/detail_18_48_1086.html	后倒车雷达	1086
http://car.autohome.com.cn/shuyu/detail_18_49_1087.html	驾驶位电动调节	1087
http://car.autohome.com.cn/shuyu/detail_18_49_1087.html	副驾驶位电动调节	1087
http://car.autohome.com.cn/shuyu/detail_18_55_618.html	2-3喇叭扬声器系统	618
http://car.autohome.com.cn/shuyu/detail_18_55_618.html	4-5喇叭扬声器系统	618
http://car.autohome.com.cn/shuyu/detail_18_55_618.html	6-7喇叭扬声器系统	618
http://car.autohome.com.cn/shuyu/detail_18_55_618.html	≥8喇叭扬声器系统	618
http://car.autohome.com.cn/shuyu/detail_18_52_1095.html	内后视镜自动防眩目	1095
http://car.autohome.com.cn/shuyu/detail_18_52_1095.html	外后视镜自动防眩目	1095
http://car.autohome.com.cn/shuyu/detail_18_55_1096.html?lang=613	单碟CD	613
http://car.autohome.com.cn/shuyu/detail_18_55_1096.html?lang=614	虚拟多碟CD	614
http://car.autohome.com.cn/shuyu/detail_18_55_1096.html?lang=615	多碟CD系统	615
http://car.autohome.com.cn/shuyu/detail_18_55_1096.html?lang=613	CD系统	613
http://car.autohome.com.cn/shuyu/detail_18_55_1096.html?lang=616	单碟DVD	616
http://car.autohome.com.cn/shuyu/detail_18_55_1096.html?lang=617	多碟DVD系统	617
http://car.autohome.com.cn/shuyu/detail_18_53_1097.html?lang=460	手动空调	460
http://car.autohome.com.cn/shuyu/detail_18_53_1097.html?lang=461	自动空调	461
